
tweet_date,tweet_id,tweet_source,tweet_user,tweet_user_location,tweet_user_follower,tweet_user_friends,tweet_user_nstatuses,tweet_hashtags,tweet_mentions,tweet_text 
2019-05-30 16:40:56,1134137629920976896,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,jangan fitnah anies yang gratiskan pengobatan korban aksi 2122 mei ― 
2019-05-30 16:40:56,1134137629874593792,Twitter for Android,kennarakikie,"Jakarta Selatan, DKI Jakarta",41,284,504,DoaBersamaTragedi2122Mei,,aamiin ya robb 
2019-05-30 16:40:56,1134137628754767872,Twitter for Android,Dhealova66,"Denpasar Selatan, Indonesia",1873,1980,1966,DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,luncurkan
2019-05-30 16:40:50,1134137603328884736,Twitter Web App,evi_eve_,"Kalimantan Selatan, Indonesia",1817,1676,398,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,KhotuTidore djamal_baraja,makasih pak  
2019-05-30 16:40:43,1134137572970491904,Twitter Web App,ArinarDream,,181,483,624,DoaBersamaTragedi2122Mei,PKepo2 SiBey58 ayesha_evi ARahman17348499 uz_om KolakUp Merissamoo11 aiek_esthreem BrataWijaya27 Ninot_nier 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya Olivefender_mu Abengridwan81 Taufikato1 UmarSE2,mungkin twitter minta di ras x yakk
2019-05-30 16:40:30,1134137519434391552,Twitter for Android,71ontoseno,alam kelanggengan ,392,452,145,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Hacknet_71 SiBey58 difa79 ayesha_evi Ninot_nier Merissamoo12 Indilarasati3,siap 
2019-05-30 16:40:26,1134137502116114432,Twitter for Android,OktaToro3,,180,587,110,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,aiek_esthreem KolakUp BrataWijaya27 ayesha_evi Ninot_nier SiBey58 Merissamoo11 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya Olivefender_mu ARahman17348499 Abengridwan81 Taufikato1 UmarSE2,siap 
2019-05-30 16:40:26,1134137501881229312,Twitter for Android,toappemanu_opu,Rajaampat,1314,1397,2596,DoaBersamaTragedi2122Mei,OktermanL,boleh bolehcerdas aku suka berteman sama orang cerdas
2019-05-30 16:40:26,1134137501658959873,Twitter for Android,71ontoseno,alam kelanggengan ,392,452,145,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Hacknet_71 SiBey58 difa79 ayesha_evi Ninot_nier Merissamoo12 Indilarasati3,tanpa pamrih 
2019-05-30 16:40:25,1134137500270620672,Twitter for Android,rmtyo,"Surabaya, Indonesia",1990,2006,2502,DoaBersamaTragedi2122Mei,rmol_id tni_ad,bolehlah tmn2 bsk dateng acara konpres para senior2 ini biar clear semunya
2019-05-30 16:40:13,1134137446419951617,Twitter for Android,71ontoseno,alam kelanggengan ,392,452,145,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Hacknet_71 SiBey58 difa79 ayesha_evi Ninot_nier Merissamoo12 Indilarasati3,lakukan dengan ikhlassiap 
2019-05-30 16:40:12,1134137442427056128,Twitter for Android,ramaidalamsunyi,"Tangerang Selatan, Indonesia",130,463,6518,DoaBersamaTragedi2122Mei,,semoga arwah para pejuang keadilan dan kedaulatan rakyat indonesia mendapatkan tempat yang bahagia di sisi allah swt dan mendapatkan keadilan yang hakiki dari allah yang maha adil 
2019-05-30 16:40:04,1134137409585762304,Twitter for Android,Anisa_Segaf,,4274,3241,265,DoaBersamaTragedi2122Mei,,manis kah atau pahit kah  buah rindu 
2019-05-30 16:40:01,1134137398936293376,Twitter for Android,aqshaakhmad1,,277,678,415,DoaBersamaTragedi2122Mei,Mas_Brewoks mohmahfudmd,wajah kecewa karna tai nya gagal keluar
2019-05-30 16:39:59,1134137390103007232,Twitter Web App,ArinarDream,,181,483,624,DoaBersamaTragedi2122Mei,PKepo2 SiBey58 ayesha_evi ARahman17348499 uz_om KolakUp Merissamoo11 aiek_esthreem BrataWijaya27 Ninot_nier 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya Olivefender_mu Abengridwan81 Taufikato1 UmarSE2,banyak info bagus yg ilang
2019-05-30 16:39:48,1134137341784670210,Twitter for Android,kennarakikie,"Jakarta Selatan, DKI Jakarta",41,284,504,DoaBersamaTragedi2122Mei,,allah sebaik2 tempat utk mengadu dan memohon 
2019-05-30 16:39:47,1134137338655756288,Twitter for Android,WhydnS,,19,121,380,DoaBersamaTragedi2122Mei,ZAEffendy mohmahfudmd,mending berfikir bgmn cara ambil kmeja putih yg trtinggal 
2019-05-30 16:39:46,1134137334453039104,Twitter for Android,Gafurabdul12,,363,541,278,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Zoemient12 Morknight1 billykoesnadi6 awk512 radjabakti07 ryizondeb Boeds16 Yan1Hamd Bellysetiawan92 zachary_ahmad Saefullohtoto1 doc_tetty88 Umbuisback KhalishRanu Cte_cute NCemplux Qonstantiniyye lizzy02_lizzy ArdiwisastraN Kio_bim Mbah_Suro_02 dintya066927 Viera_Mitha MichelAdamNew yudi29301079 Argo33Susanto Billykoesnadi7 Luvianna11 bryanvandersoon Bella96521594 Miqdad_2 Hettyjulia02 diah_soewarno Bellysetiawann_ Notorogo02 Opthymuz Anto18167604 Chatiejackson utopia212219 Marmut_keren frozen145146 Paimoh1 SetiawanBelly CTe2303 DdMulyadi2 axdwin KingPurw4 WiwisMbecak aiek_esthreem,yg ini ga bisa mak 
2019-05-30 16:39:32,1134137275334270976,Twidere for Android #7,BulekNunuk,Solo ,1051,329,294,DoaBersamaTragedi2122Mei,Ora_Ayu tonogirimukti JengSri02,salfolbek pas02 
2019-05-30 16:39:29,1134137265192558592,Twitter for Android,Subakir626,,36,128,210,DoaBersamaTragedi2122Mei,FerdinandHaean2,junjungan mu itu kok malah sedih sich
2019-05-30 16:39:28,1134137259760934917,Twitter Web Client,geloraco,Indonesia,52545,2029,103182,DoaBersamaTragedi2122Mei,,sandiaga uno akan berangkat ke amerika serikat 
2019-05-30 16:39:20,1134137224084090882,Twitter for Android,aqshaakhmad1,,277,678,415,DoaBersamaTragedi2122Mei,satriohendri,nah pertanyaan cadas nih bro paling yg dtanya lempar jawaban udah biasa lah negri setengah demokrasi tapi belaga paling demokratis 
2019-05-30 16:39:19,1134137220703506432,Twitter for Android,ChycwekWulan,,135,627,853,22Mei DoaBersamaTragedi2122Mei,,dialog cuplikan ini alasan aktivis '98 laporkan prabowo hingga amien raisbenarkah 3 kelompok tersebut yg menyebabkan kasus kerusuhan lalu 
2019-05-30 16:39:15,1134137205591425026,Twitter Web App,evi_eve_,"Kalimantan Selatan, Indonesia",1817,1676,398,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Muslimin_Arkana,siaappp 
2019-05-30 16:39:11,1134137187807612928,Twitter for iPhone,NajibRamadhony,"Kotamadya Bogor, Indonesia",65,151,3437,DoaBersamaTragedi2122Mei DoaUntukBuAni,,ohhh tentu bisa 
2019-05-30 16:39:09,1134137177615376384,Twitter for Android,MuhtadienA,,560,1190,1293,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Mas_Brewoks mohmahfudmd,penjilat 
2019-05-30 16:39:04,1134137159516954624,Twitter for Android,theogibran,Cafe Alquran,335,455,3136,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,,istajib duana ya karim
2019-05-30 16:39:02,1134137149702516737,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,dijaga polisi markus yang diduga korban brimob brutal belum boleh dijenguk ― 
2019-05-30 16:38:58,1134137131620655104,Twitter Web App,LegoshM,,8,59,469,DoaBersamaTragedi2122Mei,,kalau yg tidak tampak oleh pandanganmu engkau tiadakan maka bersiaplah untuk jatuh
2019-05-30 16:38:55,1134137120161902592,Twitter for Android,BaharuddinAli5,,147,147,713,DoaBersamaTragedi2122Mei,,hehehèeakibat krisis melanda 
2019-05-30 16:38:49,1134137096661131265,Twitter Web App,ArinarDream,,181,483,624,DoaBersamaTragedi2122Mei,ayesha_evi PKepo2 ARahman17348499 uz_om KolakUp Merissamoo11 aiek_esthreem BrataWijaya27 Ninot_nier SiBey58 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya Olivefender_mu Abengridwan81 Taufikato1 UmarSE2,dapet salam dr twitter 
2019-05-30 16:38:39,1134137052771971073,Twitter Web App,WiryadiYudi,,643,992,1649,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,trims yg sdh folback 
2019-05-30 16:38:28,1134137005468610560,Twitter Web Client,movierdotclub,,470,802,2048,DoaBersamaTragedi2122Mei,JKrisba asmokulo demithbunton Arul37308011 lukhakim_m atoybiologi Yan1Hamd HGortav,semoga terbaik buat kita bersama  
2019-05-30 16:38:18,1134136963991199744,Twitter for Android,Muhamma13779745,,184,147,324,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Olivefender_mu prabowo sandiuno,saya meski hanya pedagang asongansiap menyumbang untuk kebaikan bangsa ini 
2019-05-30 16:38:15,1134136951433338880,Twitter for Android,Endroid12,"Sleman, Daerah Istimewa",381,746,3270,DoaBersamaTragedi2122Mei,OrangBeriman6 RamdhaniBrutus,gabung 
2019-05-30 16:38:11,1134136935209873410,Twitter Web App,n0esche,,1983,416,2414,DoaBersamaTragedi2122Mei,janggocelebes,insyaallah semua yang terjadisemesta akan menyeimbangkannya
2019-05-30 16:38:05,1134136911872684032,Twitter for Android,OktermanL,,621,804,3238,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,CantikaPutri87i,alamat singa akan kena penyakit 
2019-05-30 16:38:02,1134136898379628544,Twitter for Android,oryzasa19140799,,44,77,129,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Hacknet_71 SiBey58 difa79 ayesha_evi Ninot_nier Merissamoo12 Indilarasati3,skrg nagar nya agak pake jeda kwtr sspnd lagi 
2019-05-30 16:37:47,1134136834160832513,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,seruan referendum aceh oleh mualem menhan enggak usah ngomong begitu lah ― 
2019-05-30 16:37:46,1134136832814272512,Twitter for Android,KucingMiaw1,,116,219,115,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OrangBeriman6,serbu
2019-05-30 16:37:44,1134136823456813056,Twitter for iPhone,RayAriesta,"West Java, Indonesia",33,79,582,JokowiMundurlah DoaBersamaTragedi2122Mei,,hutang tembus 5000 tpendukung 02 harap oportunis menyikapinya  kita dukung gol yg suka teriak nkri harga mati untuk membayar hutang yg dibuat junjungannya  
2019-05-30 16:37:37,1134136794302169089,Twitter for Android,BalagiDico,Indonesia,139,36,6500,DoaBersamaTragedi2122Mei BudiKaryaDanJokowiGakBecus,HukumDan Syam_un_Ghazi,satu jari menunjuk ke orang jari2 lain sebenernya nunjuk dirinya sndiri 
2019-05-30 16:37:26,1134136748248715264,Twitter Web App,evi_eve_,"Kalimantan Selatan, Indonesia",1817,1676,398,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,bronti12,siap pak  
2019-05-30 16:37:24,1134136738702475264,Twitter for Android,AnwarSi41528609,"Jakarta Pusat, DKI Jakarta",496,913,372,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OpNardi,masih hidup itu budi  
2019-05-30 16:37:21,1134136725851164672,Twitter Web App,WiryadiYudi,,643,992,1649,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,done followsilahkan folbacknya 
2019-05-30 16:37:11,1134136682960187393,Twitter for Android,FauzanQq,,303,319,1127,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,siap 
2019-05-30 16:37:10,1134136681005633537,Twitter for Android,MuhtadienA,,560,1190,1293,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Mekoesnadi1 pksqatar mtaufikmJKT48 PKSejahtera,tiada duanya 
2019-05-30 16:37:07,1134136668020125696,Twitter for Android,kennarakikie,"Jakarta Selatan, DKI Jakarta",41,284,504,DoaBersamaTragedi2122Mei,,pertolongan allah swt akan datang tepat waktu saatnya kita berdoa lebih kencang lagi 
2019-05-30 16:37:05,1134136659606364160,Twitter for Android,zoe82403236,,14,52,22,DoaBersamaTragedi2122Mei,,semoga tidak sia sia pengorbanan kalian dan surga bagi kalian amin ya rabb ya sammi
2019-05-30 16:37:05,1134136659392356352,Twitter for Android,OktermanL,,621,804,3238,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,toappemanu_opu,pesawat mahal bro mau jalan keburu mati cukuplah jk ada saudara saya yg bisa menikmatinya tp mana tau rejeki tak berpintu ntar kalo dpt tiket gratis hayo 
2019-05-30 16:36:56,1134136620842487808,Twitter for Android,GerbangMerdeka,"Zurich, Switzerland",2503,2492,6576,DoaBersamaTragedi2122Mei,bonexmilitan79 robertfrans2,tp kan pake stealth bbm stealth maintenance dan stealth etoll jg jelas donk iritan esemka 
2019-05-30 16:36:53,1134136608779714560,Twitter for Android,Senjame90724889,"Jakarta Selatan, DKI Jakarta",55,55,297,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Zoemient12,ndak makaku ndak pernah mundustai emak kok jiahhh 
2019-05-30 16:36:51,1134136601708077056,Twitter for Android,adsurya3,"Jawa Barat, Indonesia",480,609,267,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,aiek_esthreem hamd_yan Zoemient12 Morknight1 billykoesnadi6 awk512 radjabakti07 ryizondeb Boeds16 Yan1Hamd Bellysetiawan92 zachary_ahmad Saefullohtoto1 doc_tetty88 Umbuisback KhalishRanu Cte_cute NCemplux Qonstantiniyye lizzy02_lizzy ArdiwisastraN Kio_bim Mbah_Suro_02 dintya066927 Viera_Mitha MichelAdamNew yudi29301079 Argo33Susanto Billykoesnadi7 Luvianna11 bryanvandersoon Bella96521594 Miqdad_2 Hettyjulia02 diah_soewarno Bellysetiawann_ Notorogo02 Opthymuz Anto18167604 Chatiejackson utopia212219 Gafurabdul12 Marmut_keren frozen145146 Paimoh1 SetiawanBelly CTe2303 DdMulyadi2 axdwin KingPurw4, kelewat om blm di folbek 
2019-05-30 16:36:45,1134136577351831552,Twitter for Android,ARahman17348499,,2215,2575,2728,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,FAHROJI_O Danangsasongko9 UmarSE2 BrataWijaya27 ayesha_evi Ninot_nier SiBey58 Merissamoo11 harmanto_1966 L45K4R_Surajaya Olivefender_mu Abengridwan81 Taufikato1 IbnuQosim13 ayuchandraputri,yg blm di polbek mohon bersabar ya si akun baru dijewer sama si twitter 
2019-05-30 16:36:38,1134136545441533954,Twitter Web App,WiryadiYudi,,643,992,1649,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,siappz 
2019-05-30 16:36:32,1134136522351960064,Twitter Web Client,astrid6886,Jakarta Capital Region,44,17,546,WeLoveYouJennie DoaBersamaTragedi2122Mei djanurout,,bingung mencari bandar judi online yang thebestayo join di website wwwdunia555 comraih kemenangan anda bersama kami sekarang juga untuk info lebih lanjut hubungi cs kamilivechat wwwdunia555 comwa 66644385671 
2019-05-30 16:36:31,1134136517658664960,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,mayoritas asn dukung prabowo hensat moeldoko bisa buka data kpu ― 
2019-05-30 16:36:29,1134136508900732928,Twitter for Android,kancah_mayuh,"Bintan,Kepri",471,588,719,DoaBersamaTragedi2122Mei,adeira78 BinSukamdo,nasbung belum di dapat
2019-05-30 16:36:16,1134136455280730112,Twitter for Android,kennarakikie,"Jakarta Selatan, DKI Jakarta",41,284,504,DoaBersamaTragedi2122Mei,,berilah kami pemimpin yang adil dan amanahaamiin 
2019-05-30 16:36:14,1134136445600321536,Twitter for Android,OktaToro3,,180,587,110,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Ninot_nier aiek_esthreem KolakUp BrataWijaya27 ayesha_evi SiBey58 Merissamoo11 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya Olivefender_mu ARahman17348499 Abengridwan81 Taufikato1 UmarSE2,siap 
2019-05-30 16:36:14,1134136443402457088,Twitter for Android,Nurdiansyah_i8,,10,43,110,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OrangBeriman6 OrangBeriman6, mpok aku ternyata nisa syahban 
2019-05-30 16:36:13,1134136441536016386,Twitter for Android,mardyalhakim,,2353,2585,2611,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,RianRD3 JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,yuk mariii 
2019-05-30 16:36:13,1134136441351548928,Twitter for iPhone,hen22dra,,15,82,1463,RakyatBergerak RakyatMelawan DoaBersamaTragedi2122Mei,,semangat buat emakemak 
2019-05-30 16:36:10,1134136428928020480,Twitter Web App,evi_eve_,"Kalimantan Selatan, Indonesia",1817,1676,398,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Yopiluthfi1,saya juga suka follow dan suka follback dan insya allah tidak berniat mencurangi kawan 02 karna akun ini saya buat khusus utk bantu perjuangan kawan 02 walaupun hanya sebatas tweet dan tagar 
2019-05-30 16:36:07,1134136415514554369,Twitter Web App,ArinarDream,,181,483,624,DoaBersamaTragedi2122Mei,SiBey58 ayesha_evi ARahman17348499 uz_om PKepo2 KolakUp Merissamoo11 aiek_esthreem BrataWijaya27 Ninot_nier 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya Olivefender_mu Abengridwan81 Taufikato1 UmarSE2,nahh kebayang daghakun cebong ngalamin yg sama ga sech
2019-05-30 16:36:03,1134136400985542656,Twitter for Android,AchmadMahbub3,Gabus bekasi,23,37,577,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,demokrasionline,biarkan cebong yg jawab  
2019-05-30 16:36:02,1134136394614333440,Twitter Web App,hibkakakidnas,"Mataram, Indonesia",41,97,278,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,OpanMinon Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,utk korban meninggal mudah mudahan kuburx menjadi sperti taman dri taman2 surga aamiin 
2019-05-30 16:35:46,1134136329330089985,Twitter for Android,Gafurabdul12,,363,541,278,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,Boeds16 ryizondeb awk512 Cte_cute RANDAI17 billykoesnadi6 Umbuisback zachary_ahmad doc_tetty88 JGenjir Zoemient12 Morknight1 radjabakti07 Yan1Hamd Bellysetiawan92 Saefullohtoto1 KhalishRanu NCemplux Qonstantiniyye lizzy02_lizzy ArdiwisastraN Kio_bim Mbah_Suro_02 dintya066927 Viera_Mitha MichelAdamNew yudi29301079 Argo33Susanto Billykoesnadi7 Luvianna11 bryanvandersoon Bella96521594 Miqdad_2 Hettyjulia02 diah_soewarno Bellysetiawann_ Notorogo02 Opthymuz Anto18167604 Chatiejackson utopia212219 Marmut_keren frozen145146 Paimoh1 SetiawanBelly CTe2303 DdMulyadi2 axdwin KingPurw4,ko banyak tulisan tweet ini tidak tersedia ane lom paham 
2019-05-30 16:35:19,1134136216130138112,IFTTT,demokrasionline,"DKI Jakarta, Indonesia",15704,1086,113431,DoaBersamaTragedi2122Mei,,wow mau dibunuh ― 
2019-05-30 16:35:13,1134136189638676480,Twitter for iPhone,EndiMargolang,"Bekasi Barat, Indonesia",1126,1631,2225,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,rizqi_property,like kali punnn  
2019-05-30 16:35:08,1134136167257989120,Twitter for Android,Panglima_Rantau,,176,410,805,DoaBersamaTragedi2122Mei,IsmanTengku,tarif tol mahal sama satu lagi tangkap sana tangkap sini yg identik tuntutan tunggangan kepentingan politik 
2019-05-30 16:35:05,1134136154909945862,Twitter for Android,mardyalhakim,,2353,2585,2611,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,terus bersama 
2019-05-30 16:34:52,1134136102988595200,Twitter for Android,mardyalhakim,,2353,2585,2611,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,lantangkan 
2019-05-30 16:34:34,1134136025985323008,Twitter Web Client,pupudpahrudin,"Jawa Barat, Indonesia",2392,2596,593,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,,ketika ada sebuah keinginan yang muncul untuk memulai suatu hal yang sudah di targetkan maka harus muncul sebuah keberanian untuk menyelesaikannya 
2019-05-30 16:34:31,1134136012936900608,Twitter for Android,mardyalhakim,,2353,2585,2611,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,panjatkan 
2019-05-30 16:34:20,1134135965901938690,Twitter for Android,mardyalhakim,,2353,2585,2611,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,khitmatkan 
2019-05-30 16:34:16,1134135949128953856,Twitter for Android,ramaidalamsunyi,"Tangerang Selatan, Indonesia",130,463,6518,DoaBersamaTragedi2122Mei,aniesbaswedan SBYudhoyono,semoga allah berikan yang terbaik untuk ibu ani yudhoyono semoga bapak selalu tegar tabah dan sabar menghadapi segala ujian yang allah berikan tak lupa pula semoga arwah para pejuang keadilan dan kedaulatan rakyat indonesia bahagia 
2019-05-30 16:34:11,1134135928660750336,Twitter Web App,WiryadiYudi,,643,992,1649,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,AzizacahyaNur aiek_esthreem Olivefender_mu roninkhalid prabowo sandiuno MichelAdamNew KingPurw4 maurizka_nas WiwisMbecak,trims yg sdh follbacktetap up terus 
2019-05-30 16:34:10,1134135927352152064,Twitter for Android,yudi_kuncoro,Selatan Jakarta,362,355,15342,DoaBersamaTragedi2122Mei,,cara bayar hutang puasa dimasa laluinshaalloh alloh melihat kesungguhanmu 
2019-05-30 16:34:07,1134135913343139840,Twitter for Android,AhmadRegar14,,3,0,167,DoaBersamaTragedi2122Mei,,kenapa cebong hatinya tak tersentuh dgn kpps dn rakyat yg meninggal 
2019-05-30 16:34:00,1134135884280811520,Twitter for Android,Hendi31645364,"Meulaboh,aceh barat",423,431,1536,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,ummuRDzA22 r4dj45 AAssaqov Kasemaran sukmana_nugraha Abadi2711 IdeIntellectual putra_suma Socotra10603047 Ahmadhusn1Ahs Bewox1979 minang_parewa bayo_edy erisz10 Olivefender_mu rahmaelin2 FatkurIsti arlisinagol21 myfuntastic137,sertakan tagar  go 
2019-05-30 16:33:58,1134135873816018945,Twitter for Android,ahmatsgitwnas,indonesia,445,1422,91,DoaBersamaTragedi2122Mei,,ternyata kompor yang penyok lebih diperhatiin daripada nyawa yang melayang 
2019-05-30 16:33:57,1134135872222138369,Twitter for Android,mardyalhakim,,2353,2585,2611,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,JKrisba Arul37308011 lukhakim_m atoybiologi Yan1Hamd demithbunton asmokulo HGortav,renungkan 
2019-05-30 16:33:51,1134135846393638912,Twitter for Android,ARahman17348499,,2215,2575,2728,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,EsBatu123 KolakUp aiek_esthreem BrataWijaya27 ayesha_evi Ninot_nier SiBey58 Merissamoo11 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya Olivefender_mu Abengridwan81 Taufikato1 UmarSE2,ngopi pakek es batu pait seger 
2019-05-30 16:33:44,1134135817679515648,Twitter for Android,AchmadMahbub3,Gabus bekasi,23,37,577,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,,brigjen musyafak mengatakan harun mengalami luka tembak pada bagian lengan kiri atas hingga menembus dada sadis yee peluru tajam pastinya besok² pake pistol air aja kalo ngamanin jangan pake pentungan 
2019-05-30 16:33:38,1134135791792222208,Twitter Web App,ArinarDream,,181,483,624,DoaBersamaTragedi2122Mei,ayesha_evi ARahman17348499 uz_om PKepo2 KolakUp Merissamoo11 aiek_esthreem BrataWijaya27 Ninot_nier SiBey58 2brvbrave djamal_baraja harmanto_1966 L45K4R_Surajaya Olivefender_mu Abengridwan81 Taufikato1 UmarSE2,lupa
2019-05-30 16:33:16,1134135699232309248,Twitter Web Client,geloraco,Indonesia,52545,2029,103182,DoaBersamaTragedi2122Mei DontNeedYourLove,,sandiaga soal kivlan zen jangan hukum itu hanya tajam ke oposisi 
2019-05-30 16:33:15,1134135695054741504,Twitter for Android,Boeds16,,909,1250,1508,DoaBersamaTragedi2122Mei,ryizondeb awk512 Cte_cute RANDAI17 billykoesnadi6 Umbuisback zachary_ahmad doc_tetty88 JGenjir Zoemient12 Morknight1 radjabakti07 Yan1Hamd Bellysetiawan92 Saefullohtoto1 KhalishRanu NCemplux Qonstantiniyye lizzy02_lizzy ArdiwisastraN Kio_bim Mbah_Suro_02 dintya066927 Viera_Mitha MichelAdamNew yudi29301079 Argo33Susanto Billykoesnadi7 Luvianna11 bryanvandersoon Bella96521594 Miqdad_2 Hettyjulia02 diah_soewarno Bellysetiawann_ Notorogo02 Opthymuz Anto18167604 Chatiejackson utopia212219 Gafurabdul12 Marmut_keren frozen145146 Paimoh1 SetiawanBelly CTe2303 DdMulyadi2 axdwin KingPurw4,tah eta kitugeprek langsung
2019-05-30 16:33:13,1134135686347546626,Twitter for Android,baru_arah,,2406,2047,607,DoaBersamaTragedi2122Mei InternationalCriminalCourtSOS KamiDukungAnies Referendum,FeryFarikhin19,menang gengsi semoga cepat sadar ya 
2019-05-30 16:33:04,1134135650658148352,Twitter Web App,WiryadiYudi,,643,992,1649,DoaBersamaTragedi2122Mei DoaBersamaTragedi2122Mei,AzizacahyaNur aiek_esthreem Olivefender_mu roninkhalid prabowo sandiuno MichelAdamNew KingPurw4 maurizka_nas WiwisMbecak,done follow silahkan folbacknya 
2019-05-30 16:32:55,1134135612687044610,Twitter for Android,Muhamma40708563,"Makassar, Indonesia",1,24,67,,,kebodohan yang hakikidoabersamatragedi2122mei
2019-05-30 16:32:51,1134135593296728065,Twitter for Android,toappemanu_opu,Rajaampat,1314,1397,2596,DoaBersamaTragedi2122Mei,OktermanL,makanya jln2 kemari bro
